Customer_ID,Gender,Age,Profession_Code,Work_Experience,Family_Size,Annual_Median,Occupation_Name,Card_Avg,Check_Avg,Deposit_Avg,Loan_Payment_Avg,Transfer_Avg,Withdrawal_Avg,Card_Count,Check_Count,Deposit_Count,Loan_Payment_Count,Transfer_Count,Withdrawal_Count
1694,Male,29,49-9000,5,1,48360,"Other Installation, Maintenance, and Repair Occupations",58.95,4272.89,31828.41,12106.12,2730.49,728.14,3,3,2,1,1,1
1695,Male,46,11-1020,20,4,98100,"General and Operations Managers",40.59,5733.49,18161.55,30415.74,1385.51,999.64,1,2,1,4,1,1
1696,Male,23,43-6014,1,2,41000,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",39.88,NULL,25008.47,21684.19,5694.79,NULL,2,NULL,2,5,1,NULL
1697,Female,38,11-0000,10,4,107360,"Management Occupations",17.03,NULL,35905.86,22646.6,1513.94,1163.89,1,NULL,4,2,3,2
1698,Male,30,37-0000,3,5,33870,"Building and Grounds Cleaning and Maintenance Occupations",48.25,4943.27,11535.29,27639.95,1910.96,NULL,1,3,1,1,1,NULL
1699,Male,27,41-2031,6,4,30600,"Retail Salespersons",33.55,12606.01,59901.46,13179.7,2382.87,1279.57,2,1,4,1,1,4
1700,Female,47,29-2060,21,3,54620,"Licensed Practical and Licensed Vocational Nurses",NULL,6729.79,31905.94,14472.57,2588.23,NULL,NULL,3,1,2,1,NULL
1701,Male,45,29-0000,20,5,77760,"Healthcare Practitioners and Technical Occupations",22,4711.95,39077.62,23576.85,1091.43,812.88,1,3,4,3,4,6
1702,Female,38,13-0000,9,4,76850,"Business and Financial Operations Occupations",38.12,4104.21,34443.22,21633.66,3248.63,938.85,1,1,2,2,2,3
1703,Male,56,29-1141,20,5,81220,"Registered Nurses",87.63,9137.04,NULL,26156.06,NULL,700.21,1,1,NULL,4,NULL,3
1704,Female,33,37-2011,3,4,31990,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",65.16,4643.99,60714.59,NULL,NULL,619,3,1,2,NULL,NULL,1
1705,Male,20,43-0000,1,3,40910,"Office and Administrative Support Occupations",25.1,5687.13,17292.58,24429.69,1256.99,682.89,3,5,2,2,1,3
1706,Female,18,43-6000,1,2,44080,"Secretaries and Administrative Assistants",72.44,2445.93,26406.7,23346.29,NULL,1076.35,2,2,1,2,NULL,2
1707,Female,18,47-2000,3,1,49330,"Construction Trades Workers",50.02,NULL,38254.11,15089.14,NULL,1342.72,4,NULL,1,2,NULL,2
1708,Female,47,13-2051,20,4,95080,"Financial and Investment Analysts",26.96,7090.38,39125.35,NULL,1324.66,1087.55,1,2,1,NULL,1,1
1709,Male,38,41-3090,9,4,62400,"Miscellaneous Sales Representatives, Services",52.33,5592.38,37613.57,15267.18,3440.23,975.04,4,1,3,1,4,4
1710,Female,26,25-9045,3,2,30920,"Teaching Assistants, Except Postsecondary",16.08,5913.33,43429.18,31623.67,1325.94,1432.76,1,2,3,2,1,1
1711,Female,42,29-0000,10,5,77760,"Healthcare Practitioners and Technical Occupations",40.22,4476.51,NULL,NULL,NULL,590.17,1,2,NULL,NULL,NULL,5
1712,Female,42,43-5060,11,6,50630,"Production, Planning, and Expediting Clerks",30.31,6538.94,41226.38,8846.43,NULL,469.51,1,3,1,1,NULL,2
1713,Male,23,35-3000,3,3,28440,"Food and Beverage Serving Workers",43.44,9926.83,44920.97,24858.6,NULL,635.7,2,1,3,2,NULL,1
1714,Male,40,15-0000,10,3,100440,"Computer and Mathematical Occupations",44.02,6654.21,26140.89,22104.64,1619.78,743.54,1,3,1,3,1,1
1715,Male,18,31-1100,2,3,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",NULL,3575.55,114578.41,28341.6,NULL,821.35,NULL,2,1,3,NULL,4
1716,Female,41,29-1141,11,4,81220,"Registered Nurses",50.61,10390.5,32062.53,NULL,1141.82,NULL,2,2,3,NULL,1,NULL
1717,Male,21,47-2000,1,3,49330,"Construction Trades Workers",NULL,4475.28,NULL,32014.34,2854.85,1850.6,NULL,2,NULL,2,3,2
1718,Female,43,13-1150,9,4,63080,"Training and Development Specialists",40.19,3100.75,12364.96,NULL,3641.25,3017.24,2,1,1,NULL,3,1
1719,Female,34,49-0000,4,4,50080,"Installation, Maintenance, and Repair Occupations",40.07,3062.81,44573.32,19841.11,NULL,593.4,2,2,5,3,NULL,2
1720,Female,26,53-0000,4,3,37940,"Transportation and Material Moving Occupations",31.53,6000.97,NULL,14021.15,2110.59,1199.56,3,3,NULL,2,2,2
1721,Male,40,41-4000,11,5,67750,"Sales Representatives, Wholesale and Manufacturing",NULL,7376.23,37263.52,26833.75,3345.35,736.52,NULL,3,3,8,2,2
1722,Female,24,53-7000,1,2,35670,"Material Moving Workers",41.9,NULL,33601.01,28758.3,2114.42,NULL,1,NULL,4,3,1,NULL
1723,Female,43,27-0000,10,4,58030,"Arts, Design, Entertainment, Sports, and Media Occupations",66.87,5774.23,44944.19,22465.55,NULL,1383.44,2,3,2,3,NULL,2
1724,Male,19,51-0000,2,3,39910,"Production Occupations",37.03,6308.06,34078.49,24529.63,NULL,914.82,1,2,3,1,NULL,2
1725,Male,28,35-0000,3,3,29640,"Food Preparation and Serving Related Occupations",28.15,6101.16,29820.01,NULL,NULL,1195.49,1,4,1,NULL,NULL,4
1726,Male,40,41-3021,9,5,57860,"Insurance Sales Agents",44.81,NULL,33632.95,17925.46,2803.26,742.08,4,NULL,3,1,2,1
1727,Female,47,49-0000,19,4,50080,"Installation, Maintenance, and Repair Occupations",58.72,4061.53,43739.62,8676.97,1937.07,885.25,1,1,2,1,1,2
1728,Male,29,37-2000,5,3,31600,"Building Cleaning and Pest Control Workers",32.78,7283.65,NULL,NULL,2607.29,832.8,2,3,NULL,NULL,1,4
1729,Male,23,53-7080,2,3,43540,"Refuse and Recyclable Material Collectors",20.35,9301.07,27109.03,28970.25,3335.28,863.52,1,1,2,1,3,3
1730,Male,24,53-7000,1,3,35670,"Material Moving Workers",45.64,4857.26,39436.76,19045.54,2708.49,558.4,5,4,3,1,2,2
1731,Male,21,25-3031,3,3,35250,"Substitute Teachers, Short-Term",31.01,6865.2,NULL,13500.74,2630.66,673.19,2,2,NULL,2,1,2
1732,Female,18,43-4171,1,3,33960,"Receptionists and Information Clerks",32.51,NULL,22579.46,20072.87,870.64,971.39,2,NULL,2,1,1,1
1733,Male,18,33-9090,1,4,32870,"Miscellaneous Protective Service Workers",60.08,3144.09,9866.2,29079.14,2407.56,433.92,1,2,1,4,2,2
1734,Female,19,41-2000,3,4,29660,"Retail Sales Workers",NULL,10937.77,48572.7,25729.25,2204.97,856.58,NULL,3,3,4,1,1
1735,Female,37,25-2022,9,4,61810,"Middle School Teachers, Except Special and Career/Technical Education",28.49,5512.04,NULL,32374.58,1803.31,826.56,2,4,NULL,5,2,2
1736,Female,18,43-0000,1,2,40910,"Office and Administrative Support Occupations",40.17,6698.8,39647.14,17286.9,1193.96,905.37,2,2,4,4,1,1
1737,Male,44,15-1252,9,4,127260,"Software Developers",50.49,4264.03,32287.12,22958.15,679.99,1167.6,3,1,3,4,1,1
1738,Male,19,43-5040,2,2,44760,"Meter Readers, Utilities",66.69,2647.73,51203.17,21853.56,3510.96,410.24,1,2,3,2,2,1
1739,Male,26,41-2010,3,1,28250,Cashiers,NULL,NULL,14219.07,21223.16,4546.1,1348.13,NULL,NULL,1,3,1,1
1740,Male,46,11-0000,20,6,107360,"Management Occupations",NULL,3317.79,23429.75,5501.94,1412.75,708.74,NULL,1,3,1,3,2
1741,Female,31,35-3020,4,4,27930,"Fast Food and Counter Workers",38.41,5564.08,23774.8,21505.94,NULL,NULL,1,4,1,1,NULL,NULL
1742,Male,21,53-0000,1,2,37940,"Transportation and Material Moving Occupations",39.97,6011.2,25438.74,22258.43,4225.35,645.44,2,1,3,4,1,2
1743,Male,40,43-1011,9,4,61370,"First-Line Supervisors of Office and Administrative Support Workers",59.26,4553.04,39969.19,20229.96,1198.68,807.39,3,4,3,1,2,5
1744,Male,18,51-9061,2,2,43900,"Inspectors, Testers, Sorters, Samplers, and Weighers",88.95,8224.15,48583.15,18616.32,7562.74,589.27,1,3,2,2,1,3
1745,Male,36,13-1031,8,4,72230,"Claims Adjusters, Examiners, and Investigators",53.44,4665.86,81068.7,19667.42,2354.75,574.96,2,2,2,3,3,2
1746,Male,22,49-3020,1,1,47040,"Automotive Technicians and Repairers",56.6,5197.03,16237.75,19009.25,3223.27,NULL,2,3,1,4,1,NULL
1747,Male,21,37-3000,1,3,36160,"Grounds Maintenance Workers",NULL,7427.02,33726.83,28875.61,3754.19,871.56,NULL,5,1,1,1,3
1748,Female,45,13-2000,19,5,78180,"Financial Specialists",65.33,3465.79,25724.34,14235.68,2747.82,2155.42,1,3,3,2,2,1
1749,Female,37,11-9130,10,4,82760,"Postmasters and Mail Superintendents",32.02,3235.81,63144.33,19723.95,2898.43,NULL,2,2,1,3,2,NULL
1750,Female,22,53-7000,1,4,35670,"Material Moving Workers",35.51,6636.51,28469.6,12014.25,2200.17,NULL,1,2,3,1,3,NULL
1751,Female,41,13-0000,11,4,76850,"Business and Financial Operations Occupations",47.89,3507.14,52086.64,NULL,2620.04,534.39,1,1,1,NULL,4,3
1752,Male,27,41-0000,5,1,35290,"Sales and Related Occupations",147.45,9006.97,16132.7,20573.24,3855.03,562.87,1,1,3,1,2,3
1753,Male,22,43-3031,1,3,45860,"Bookkeeping, Accounting, and Auditing Clerks",NULL,3334.35,17355.97,27736.98,2292.34,630.31,NULL,1,1,1,3,3
1754,Male,37,53-7000,11,4,35670,"Material Moving Workers",59.49,5581.1,57298.87,56975.04,1108.77,1298.46,1,4,1,2,2,1
1755,Male,55,11-2000,17,6,132820,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",51.47,4023.38,40268.02,26608.66,1634.29,1302.35,3,3,1,2,2,1
1756,Female,37,29-2010,8,2,57380,"Clinical Laboratory Technologists and Technicians",46.15,6153.01,45472.19,17259.94,2057.26,391.07,3,1,1,4,2,1
1757,Male,29,35-1000,3,3,37930,"Supervisors of Food Preparation and Serving Workers",16.59,NULL,26776.09,23123.61,NULL,609.95,1,NULL,1,4,NULL,1
1758,Male,18,41-0000,1,2,35290,"Sales and Related Occupations",NULL,3227.82,27651.52,20803.24,1396.04,1112.87,NULL,1,3,3,2,1
1759,Male,20,43-0000,3,1,40910,"Office and Administrative Support Occupations",17.71,5693.43,34955.68,NULL,NULL,641.19,2,2,1,NULL,NULL,1
1760,Male,25,43-3070,6,1,36380,Tellers,26.54,5723.85,NULL,19928.82,2596.82,980.28,4,3,NULL,1,2,4
1761,Male,33,15-0000,4,2,100440,"Computer and Mathematical Occupations",NULL,5713.83,17990.65,9506.82,5418.47,NULL,NULL,2,2,2,1,NULL
1762,Male,27,47-2000,4,2,49330,"Construction Trades Workers",17.69,5345.12,38617.8,21350.49,NULL,NULL,1,1,3,2,NULL,NULL
1763,Female,32,47-2000,3,3,49330,"Construction Trades Workers",46.87,4786.04,32465.67,23828.06,NULL,1195.6,1,3,2,2,NULL,3
1764,Female,39,51-1011,10,3,63510,"First-Line Supervisors of Production and Operating Workers",30.83,9683.12,NULL,17640.76,1976.54,774.71,3,1,NULL,3,2,1
1765,Female,24,39-0000,2,3,31340,"Personal Care and Service Occupations",59.79,4833.82,NULL,NULL,2402.45,NULL,2,2,NULL,NULL,3,NULL
1766,Male,30,43-9060,4,2,38040,"Office Clerks, General",43.57,3856.04,NULL,30232.01,NULL,928,1,1,NULL,4,NULL,3
1767,Male,41,29-1170,10,3,121610,"Nurse Practitioners",41.82,8860.03,19943.1,28851.98,1464.74,1547.6,3,2,2,1,1,1
1768,Female,34,43-4061,6,5,49230,"Eligibility Interviewers, Government Programs",44.75,7884.19,33586.09,32328.15,4382.02,1342.63,2,2,2,6,1,1
1769,Female,27,43-5000,4,3,44580,"Material Recording, Scheduling, Dispatching, and Distributing Workers",30.59,6541.09,32578.59,16749.14,2718.44,NULL,1,3,2,1,1,NULL
1770,Female,22,33-0000,1,3,45450,"Protective Service Occupations",NULL,4286.7,42834.36,22278.3,864.38,NULL,NULL,5,2,3,1,NULL
1771,Male,36,13-0000,9,4,76850,"Business and Financial Operations Occupations",20.32,3885.43,12626.49,15567.73,2976.79,NULL,2,1,1,2,3,NULL
1772,Female,38,43-9000,10,2,38290,"Other Office and Administrative Support Workers",66.57,5262.54,38662.96,12142.24,1901.83,5861.94,3,1,1,1,2,1
1773,Female,40,19-0000,10,4,74330,"Life, Physical, and Social Science Occupations",95.66,9344.07,31633.25,23974.39,2610.43,NULL,1,1,2,2,1,NULL
1774,Male,45,13-0000,19,6,76850,"Business and Financial Operations Occupations",67.85,8486.6,40397.52,16522.08,2791.23,939.84,3,2,2,1,1,3
1775,Male,22,53-3030,1,2,46300,"Driver/Sales Workers and Truck Drivers",NULL,NULL,20025.39,4798.29,NULL,969.64,NULL,NULL,3,1,NULL,3
1776,Male,27,35-3031,5,3,29120,"Waiters and Waitresses",30.86,4068.85,24313.63,11935.25,725.55,NULL,5,1,2,2,1,NULL
1777,Male,44,13-2000,11,4,78180,"Financial Specialists",34.92,5389.45,NULL,20502.05,NULL,1069.79,5,7,NULL,1,NULL,5
1778,Male,27,21-0000,5,3,49380,"Community and Social Service Occupations",45.07,4047.52,14315.03,11523.43,2424.99,420.27,4,1,1,1,1,1
1779,Female,42,29-0000,12,4,77760,"Healthcare Practitioners and Technical Occupations",30.89,4685.22,NULL,28126.25,4210.27,552.57,2,5,NULL,1,1,2
1780,Male,34,11-1021,5,4,98100,"General and Operations Managers",60.34,NULL,13600.36,8571.68,2778.8,1197.71,1,NULL,2,1,2,3
1781,Male,39,29-1140,10,4,81220,"Registered Nurses",21.67,3930.06,43849.42,27052.18,NULL,803.23,1,2,2,2,NULL,1
1782,Male,20,43-0000,1,3,40910,"Office and Administrative Support Occupations",38.44,5374.21,24043.87,14011.4,3447.03,1585.53,1,4,3,2,1,2
1783,Male,32,43-4050,4,3,37780,"Customer Service Representatives",NULL,4030.36,33182.28,19458.51,1293.15,NULL,NULL,3,2,4,2,NULL
1784,Female,29,51-9060,5,1,43900,"Inspectors, Testers, Sorters, Samplers, and Weighers",17.28,NULL,NULL,21195.23,2016.72,766.58,1,NULL,NULL,2,2,2
1785,Male,24,21-1093,3,4,38520,"Social and Human Service Assistants",41.69,6342.73,NULL,20134.83,1643.6,1186.85,1,1,NULL,1,1,2
1786,Male,44,49-0000,11,5,50080,"Installation, Maintenance, and Repair Occupations",62.53,9234.72,NULL,14445.61,2232.98,590.27,1,1,NULL,1,4,2
1787,Female,19,51-4070,1,4,37160,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",NULL,6679.97,31880.35,24334.31,1516.19,1291.17,NULL,6,2,4,4,2
1788,Female,33,51-9010,5,4,48260,"Chemical Processing Machine Setters, Operators, and Tenders",43.62,6147.61,39349.87,13422.58,NULL,NULL,5,2,4,2,NULL,NULL
1789,Male,28,41-2031,4,3,30600,"Retail Salespersons",26.22,8734.4,41076.05,19073.35,3510.26,1936.96,2,1,1,2,3,1
1790,Female,37,11-0000,10,3,107360,"Management Occupations",16.77,4298.72,29813.67,27482.98,2221.32,798.04,1,1,1,1,6,1
1791,Female,28,47-2140,2,4,46090,"Painters and Paperhangers",39.95,5456.67,NULL,23488.54,1511.29,NULL,4,1,NULL,4,2,NULL
1792,Male,18,43-0000,1,2,40910,"Office and Administrative Support Occupations",48.82,4347.21,22396.02,27246.63,2696.7,891.5,1,1,3,2,1,3
1793,Female,43,13-0000,8,5,76850,"Business and Financial Operations Occupations",53.86,2089.13,33385.37,23232.23,2093.56,1502.03,2,2,5,2,2,2
1794,Male,33,33-2000,5,3,52740,"Firefighting and Prevention Workers",41.1,4653.48,28242.71,16670.22,2773.3,682.62,1,2,4,1,2,4
1795,Female,42,33-3051,9,3,65790,"Police and Sheriff's Patrol Officers",57.8,5413.72,29575,NULL,NULL,711.83,1,2,3,NULL,NULL,2
1796,Male,25,53-3050,4,3,39440,"Passenger Vehicle Drivers",NULL,6102.66,58718.37,28745.79,1040.43,NULL,NULL,3,1,2,1,NULL
1797,Male,25,41-1010,5,1,47800,"First-Line Supervisors of Sales Workers",35.25,2939.86,NULL,12800.04,NULL,356.45,1,1,NULL,3,NULL,1
1798,Female,31,43-0000,5,3,40910,"Office and Administrative Support Occupations",14.7,4440.01,34179.33,20057.97,1795.69,937.33,1,1,2,4,1,3
1799,Male,31,53-7000,5,2,35670,"Material Moving Workers",22.95,4048,NULL,16552.84,NULL,NULL,1,2,NULL,2,NULL,NULL
1800,Male,26,49-3021,3,3,47670,"Automotive Body and Related Repairers",28.82,NULL,33277.87,NULL,734.27,1654.02,4,NULL,1,NULL,1,2
1801,Female,19,43-6014,1,2,41000,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",76.69,7249.09,25653.88,15159.48,2151.91,771.88,5,1,1,3,2,4
1802,Female,24,49-9071,4,4,44980,"Maintenance and Repair Workers, General",20.53,6576.74,61566.79,NULL,2380.65,1163.03,1,3,1,NULL,5,3
1803,Male,18,37-3010,3,3,36160,"Grounds Maintenance Workers",30.54,7039.26,36619.28,24081.66,3123.08,NULL,1,1,2,2,3,NULL
1804,Male,27,41-1010,4,2,47800,"First-Line Supervisors of Sales Workers",22.56,NULL,42565.49,13826.78,1694.25,412.82,1,NULL,3,3,1,1
1805,Female,21,47-2000,2,1,49330,"Construction Trades Workers",NULL,8023.4,17370.31,16681.29,2465.16,NULL,NULL,1,2,2,1,NULL
1806,Male,42,29-1000,10,4,93710,"Healthcare Diagnosing or Treating Practitioners",103.84,NULL,30658.04,29992.25,NULL,624.66,2,NULL,5,2,NULL,1
1807,Male,46,17-2010,20,5,126880,"Aerospace Engineers",NULL,4383.77,42796.98,40868.88,NULL,887.85,NULL,1,2,1,NULL,1
1808,Male,29,35-2010,4,4,30910,Cooks,27.77,5691.36,30733.21,47391.77,2571.81,824.77,2,1,1,2,3,1
1809,Male,35,49-0000,10,3,50080,"Installation, Maintenance, and Repair Occupations",74.22,7894.3,34618.42,NULL,NULL,1154.63,1,4,3,NULL,NULL,1
1810,Male,42,49-0000,9,4,50080,"Installation, Maintenance, and Repair Occupations",59.17,4630.12,41942.65,50565.56,3522.53,808.72,2,4,2,1,1,1
1811,Male,21,41-2030,3,1,30600,"Retail Salespersons",NULL,3272.23,70731.2,16071.92,3121.79,850.54,NULL,1,1,1,2,2
1812,Female,18,43-4000,2,2,37440,"Information and Record Clerks",51.41,NULL,48107.68,16817.97,1550.38,1138.54,2,NULL,2,4,2,2
1813,Male,25,33-0000,5,1,45450,"Protective Service Occupations",12.57,2906.9,31925.06,11796.03,NULL,783.03,1,2,2,2,NULL,4
1814,Female,22,43-4110,1,4,38700,"Interviewers, Except Eligibility and Loan",24.88,5357.47,NULL,NULL,739.83,1192.4,3,2,NULL,NULL,1,3
1815,Female,45,47-2031,19,4,51390,Carpenters,30.73,5364.82,26311.53,25678.56,976.04,673.95,1,3,3,1,2,2
1816,Female,31,53-7060,4,4,34880,"Laborers and Material Movers",17.85,6072.78,NULL,37864.9,2084.72,1164.56,1,1,NULL,1,2,3
1817,Male,18,53-0000,2,3,37940,"Transportation and Material Moving Occupations",32.08,7989.94,79068.46,NULL,1293.85,967.05,3,2,3,NULL,2,1
1818,Male,43,11-0000,9,5,107360,"Management Occupations",54.4,4150.34,14209.01,NULL,1766.56,781.93,3,3,1,NULL,3,1
1819,Male,31,29-0000,6,2,77760,"Healthcare Practitioners and Technical Occupations",54.36,6811.75,83967.62,38106.64,NULL,379.81,2,1,2,2,NULL,1
1820,Male,18,53-3030,2,3,46300,"Driver/Sales Workers and Truck Drivers",101.74,4500.1,22212.38,37816.04,3152.26,825.33,2,1,3,1,1,2
1821,Male,18,33-9030,1,3,34770,"Security Guards and Gambling Surveillance Officers",28.4,1644.38,33369.75,16736.12,NULL,921.32,1,1,8,4,NULL,1
1822,Male,26,35-2010,5,1,30910,Cooks,33.25,5132.25,41623.22,10517.5,1907.98,932.92,4,3,2,1,3,4
1823,Male,45,11-3000,19,4,130950,"Operations Specialties Managers",27.32,NULL,19022.03,19558.63,2714.91,710.78,3,NULL,1,4,3,3
1824,Male,36,17-1000,9,2,79000,"Architects, Surveyors, and Cartographers",48.66,2735.08,24944.88,24370.65,1368.61,1236.87,5,1,3,1,2,2
1825,Female,22,39-9031,2,2,45380,"Exercise Trainers and Group Fitness Instructors",28.14,2748.04,27004.56,26555.23,2337.91,561.49,4,2,1,4,2,1
1826,Male,40,15-0000,9,4,100440,"Computer and Mathematical Occupations",43.88,NULL,37319.3,NULL,1658.6,1098.36,2,NULL,2,NULL,3,2
1827,Female,23,31-1100,2,1,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",53.49,4113.22,21580.09,26520.97,NULL,1163.53,3,1,1,1,NULL,1
1828,Male,18,41-0000,2,6,35290,"Sales and Related Occupations",20.89,3583.94,20660.42,NULL,2731.28,1500.25,2,2,2,NULL,4,2
1829,Male,38,33-2011,11,3,51680,Firefighters,62.86,5696.97,56658.09,26798.39,1216.93,NULL,3,2,1,3,2,NULL
1830,Female,28,51-9060,6,2,43900,"Inspectors, Testers, Sorters, Samplers, and Weighers",43.9,5332.41,37248.78,22053.4,2393.68,389.62,4,2,3,3,2,1
1831,Male,24,37-0000,2,1,33870,"Building and Grounds Cleaning and Maintenance Occupations",27.55,3517.54,NULL,13889.32,2106.05,577.94,1,1,NULL,2,6,3
1832,Male,18,31-1100,1,1,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",41.38,6463.59,24191.38,NULL,2435.07,574.5,2,2,1,NULL,2,1
1833,Male,40,29-1000,10,5,93710,"Healthcare Diagnosing or Treating Practitioners",63.63,NULL,NULL,22969.86,2472.06,792.35,3,NULL,NULL,2,1,1
1834,Female,27,31-0000,5,2,33600,"Healthcare Support Occupations",43.51,7542.87,20890.74,35963.52,NULL,1854.27,2,1,3,1,NULL,1
1835,Female,21,43-3000,3,3,43680,"Financial Clerks",28.45,8356.44,NULL,17547.8,2688.2,NULL,4,2,NULL,1,3,NULL
1836,Female,21,31-1100,1,3,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",55.77,4228.82,23982.86,23418,2634.52,906.65,2,3,1,1,4,3
1837,Male,23,35-3023,1,2,27930,"Fast Food and Counter Workers",36.08,4249.78,71303.1,NULL,1249.92,1086.04,1,1,1,NULL,1,3
1838,Female,26,43-0000,3,2,40910,"Office and Administrative Support Occupations",69.33,4724.5,42861.11,38983.65,2246.63,582.89,2,3,2,1,3,2
1839,Male,33,31-1100,4,4,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",42.6,3643.9,46142.68,NULL,NULL,NULL,3,1,2,NULL,NULL,NULL
1840,Male,26,51-2090,3,1,37280,"Miscellaneous Assemblers and Fabricators",36.27,3461.66,41353.74,NULL,NULL,756.36,1,1,2,NULL,NULL,4
1841,Male,27,53-7081,4,2,43540,"Refuse and Recyclable Material Collectors",58.77,6959.74,33295.55,14027.26,3303.08,718.4,2,1,2,2,2,3
1842,Male,43,43-1000,10,4,61370,"Supervisors of Office and Administrative Support Workers",NULL,5363.14,22444.42,21664.2,2500.95,406.36,NULL,2,1,4,5,3
1843,Male,26,49-9071,5,3,44980,"Maintenance and Repair Workers, General",NULL,5264,32830.1,NULL,NULL,710.83,NULL,3,2,NULL,NULL,1
1844,Female,35,11-9000,9,3,99740,"Other Management Occupations",34.18,NULL,32477.27,19052.96,2333.98,947.57,1,NULL,3,2,4,1
1845,Female,36,41-3091,10,4,62400,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",46.47,3079.59,43522.21,NULL,NULL,510.19,2,1,1,NULL,NULL,1
1846,Female,18,31-1100,1,2,31450,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",NULL,2307.39,26075.13,NULL,1623.12,NULL,NULL,1,2,NULL,4,NULL
1847,Female,33,13-1020,6,2,67620,"Buyers and Purchasing Agents",NULL,4158.46,NULL,24229.5,NULL,NULL,NULL,1,NULL,1,NULL,NULL
1848,Male,18,37-2010,3,1,31350,"Building Cleaning Workers",50.05,5212.02,NULL,NULL,1494.95,682.12,1,3,NULL,NULL,2,1
1849,Male,32,43-6000,5,5,44080,"Secretaries and Administrative Assistants",41.98,NULL,30593.97,14859.18,3794.83,710.1,3,NULL,1,1,2,2
1850,Female,42,21-1010,8,5,51180,Counselors,NULL,6913.92,41555.52,12587.62,3737.36,681.56,NULL,2,1,3,1,3
1851,Female,23,35-3041,3,3,30300,"Food Servers, Nonrestaurant",24.01,NULL,32069.84,19811.73,2639.43,980.27,1,NULL,2,1,4,3
1852,Female,33,43-0000,6,5,40910,"Office and Administrative Support Occupations",NULL,8764.85,39743.37,63726.83,1790.7,1262.01,NULL,1,3,1,2,1
1853,Female,20,33-9091,1,4,33380,"Crossing Guards and Flaggers",NULL,5101.79,39102.68,26606.75,NULL,1079.72,NULL,3,2,2,NULL,1
1854,Female,40,13-1000,11,6,76050,"Business Operations Specialists",44.23,6566.09,22891.35,15771.72,NULL,951.44,5,3,2,2,NULL,3
1855,Female,46,19-1000,20,6,83060,"Life Scientists",48.6,NULL,75781.59,28118.18,NULL,1296.24,2,NULL,1,3,NULL,2
1856,Male,25,51-9000,5,2,39960,"Other Production Occupations",29.39,NULL,57615.65,11645.32,1974.8,683.08,2,NULL,1,1,3,2
1857,Female,39,13-1000,10,4,76050,"Business Operations Specialists",52.84,5347.6,NULL,15939.62,NULL,822.49,3,2,NULL,1,NULL,1
1858,Female,39,19-4030,10,4,50840,"Chemical Technicians",NULL,7626.72,33506.66,20178.86,1964.4,1029.23,NULL,2,2,1,4,4
1859,Female,22,35-2000,1,4,30590,"Cooks and Food Preparation Workers",NULL,3689.96,26616.37,23138.81,NULL,NULL,NULL,3,2,2,NULL,NULL
1860,Female,46,13-0000,20,3,76850,"Business and Financial Operations Occupations",23.75,5588.4,37403.31,11537.96,2334.54,790.58,1,1,4,2,1,2
1861,Female,51,15-1252,21,4,127260,"Software Developers",46.34,6132.44,18057.07,27540.37,2619.44,303.04,3,4,2,2,1,1
1862,Female,43,11-3021,10,5,164070,"Computer and Information Systems Managers",39.85,8205.79,26755.54,NULL,861.32,834.44,1,2,2,NULL,1,1
1863,Female,20,43-4000,1,2,37440,"Information and Record Clerks",26.35,10963.74,28850.61,5668.24,2509.61,NULL,1,2,4,1,1,NULL
1864,Female,33,39-5012,3,4,33290,"Hairdressers, Hairstylists, and Cosmetologists",55.42,NULL,28738.57,20654.4,2434.24,987.04,3,NULL,1,3,2,2
1865,Female,41,49-0000,10,4,50080,"Installation, Maintenance, and Repair Occupations",53.74,10168.13,31790.56,77018.27,1415.63,NULL,2,1,1,1,1,NULL
1866,Male,23,43-3071,1,3,36380,Tellers,44.34,4961.32,21319.15,14186.06,1908.82,1607.47,6,1,3,1,3,3
1867,Male,41,49-0000,11,5,50080,"Installation, Maintenance, and Repair Occupations",58.76,13406.94,36165.57,12466.9,1780.53,370.36,1,1,1,1,2,1
1868,Female,48,11-3020,21,5,164070,"Computer and Information Systems Managers",NULL,4344.5,41696.13,36796.01,2025.71,986.53,NULL,4,4,3,3,3
1869,Male,18,41-1000,1,2,47800,"Supervisors of Sales Workers",41.54,NULL,56466.43,30730.8,NULL,1151.35,1,NULL,3,2,NULL,2
1870,Male,35,25-1070,9,5,95580,"Health Teachers, Postsecondary",29.4,NULL,42613.14,17158.76,3923.92,976.37,2,NULL,1,3,1,3
